,Region/Country/Area,Year,Data,Enrollments (Thousands)
2453,Cuba,2015,Gross enrollment ratio - Primary (female),97.9
2454,Cuba,2015,Students enrolled in secondary education (thousands),825
2455,Cuba,2015,Gross enrollment ratio - Secondary (male),98.6
2456,Cuba,2015,Gross enrollment ratio - Secondary (female),102.2
2457,Cuba,2015,Students enrolled in tertiary education (thousands),261
2458,Cuba,2015,Gross enrollment ratio - Tertiary (male),29.9
2459,Cuba,2015,Gross enrollment ratio - Tertiary (female),42.2
2460,Cuba,2016,Students enrolled in tertiary education (thousands),245
2461,Cuba,2016,Gross enrollment ratio - Tertiary (male),28.4
2462,Cuba,2016,Gross enrollment ratio - Tertiary (female),40.1
2463,Curaçao,2013,Students enrolled in primary education (thousands),21
2464,Curaçao,2013,Gross enrollement ratio - Primary (male),176.3
2465,Curaçao,2013,Gross enrollment ratio - Primary (female),169.2
2466,Curaçao,2013,Students enrolled in secondary education (thousands),11
2467,Curaçao,2013,Gross enrollment ratio - Secondary (male),84.1
2468,Curaçao,2013,Gross enrollment ratio - Secondary (female),91.1
2469,Curaçao,2013,Students enrolled in tertiary education (thousands),2
2470,Curaçao,2013,Gross enrollment ratio - Tertiary (male),13.0
2471,Curaçao,2013,Gross enrollment ratio - Tertiary (female),29.6
2472,Cyprus,2005,Students enrolled in primary education (thousands),61
2473,Cyprus,2005,Gross enrollement ratio - Primary (male),100.9
2474,Cyprus,2005,Gross enrollment ratio - Primary (female),100.8
2475,Cyprus,2005,Students enrolled in secondary education (thousands),64
2476,Cyprus,2005,Gross enrollment ratio - Secondary (male),95.7
2477,Cyprus,2005,Gross enrollment ratio - Secondary (female),97.5
2478,Cyprus,2005,Students enrolled in tertiary education (thousands),20
2479,Cyprus,2005,Gross enrollment ratio - Tertiary (male),31.2
2480,Cyprus,2005,Gross enrollment ratio - Tertiary (female),35.3
2481,Cyprus,2010,Students enrolled in primary education (thousands),55
2482,Cyprus,2010,Gross enrollement ratio - Primary (male),101.6
2483,Cyprus,2010,Gross enrollment ratio - Primary (female),101.6
2484,Cyprus,2010,Students enrolled in secondary education (thousands),64
2485,Cyprus,2010,Gross enrollment ratio - Secondary (male),90.9
2486,Cyprus,2010,Gross enrollment ratio - Secondary (female),92.0
2487,Cyprus,2010,Students enrolled in tertiary education (thousands),32
2488,Cyprus,2010,Gross enrollment ratio - Tertiary (male),50.9
2489,Cyprus,2010,Gross enrollment ratio - Tertiary (female),45.6
2490,Cyprus,2014,Students enrolled in primary education (thousands),53
2491,Cyprus,2014,Gross enrollement ratio - Primary (male),98.7
2492,Cyprus,2014,Gross enrollment ratio - Primary (female),99.6
2493,Cyprus,2014,Students enrolled in secondary education (thousands),59
2494,Cyprus,2014,Gross enrollment ratio - Secondary (male),99.4
2495,Cyprus,2014,Gross enrollment ratio - Secondary (female),99.5
2496,Cyprus,2014,Students enrolled in tertiary education (thousands),34
2497,Cyprus,2014,Gross enrollment ratio - Tertiary (male),44.1
2498,Cyprus,2014,Gross enrollment ratio - Tertiary (female),62.6
2499,Cyprus,2015,Students enrolled in primary education (thousands),54
2500,Cyprus,2015,Gross enrollement ratio - Primary (male),99.3
2501,Cyprus,2015,Gross enrollment ratio - Primary (female),99.3
2502,Cyprus,2015,Students enrolled in secondary education (thousands),57
2503,Cyprus,2015,Gross enrollment ratio - Secondary (male),100.1
2504,Cyprus,2015,Gross enrollment ratio - Secondary (female),99.4
2505,Cyprus,2015,Students enrolled in tertiary education (thousands),37
2506,Cyprus,2015,Gross enrollment ratio - Tertiary (male),51.1
2507,Cyprus,2015,Gross enrollment ratio - Tertiary (female),69.4
2508,Czechia,2005,Students enrolled in primary education (thousands),503
2509,Czechia,2005,Gross enrollement ratio - Primary (male),99.9
2510,Czechia,2005,Gross enrollment ratio - Primary (female),98.5
2511,Czechia,2005,Students enrolled in secondary education (thousands),975
2512,Czechia,2005,Gross enrollment ratio - Secondary (male),94.8
2513,Czechia,2005,Gross enrollment ratio - Secondary (female),96.6
2514,Czechia,2005,Students enrolled in tertiary education (thousands),336
2515,Czechia,2005,Gross enrollment ratio - Tertiary (male),44.8
2516,Czechia,2005,Gross enrollment ratio - Tertiary (female),52.0
2517,Czechia,2010,Students enrolled in primary education (thousands),463
2518,Czechia,2010,Gross enrollement ratio - Primary (male),104.0
2519,Czechia,2010,Gross enrollment ratio - Primary (female),103.6
2520,Czechia,2010,Students enrolled in secondary education (thousands),837
2521,Czechia,2010,Gross enrollment ratio - Secondary (male),94.4
2522,Czechia,2010,Gross enrollment ratio - Secondary (female),94.9
2523,Czechia,2010,Students enrolled in tertiary education (thousands),437
2524,Czechia,2010,Gross enrollment ratio - Tertiary (male),53.6
2525,Czechia,2010,Gross enrollment ratio - Tertiary (female),74.9
2526,Czechia,2014,Students enrolled in primary education (thousands),511
2527,Czechia,2014,Gross enrollement ratio - Primary (male),98.6
2528,Czechia,2014,Gross enrollment ratio - Primary (female),98.6
2529,Czechia,2014,Students enrolled in secondary education (thousands),781
2530,Czechia,2014,Gross enrollment ratio - Secondary (male),104.4
2531,Czechia,2014,Gross enrollment ratio - Secondary (female),104.9
2532,Czechia,2014,Students enrolled in tertiary education (thousands),419
2533,Czechia,2014,Gross enrollment ratio - Tertiary (male),54.9
2534,Czechia,2014,Gross enrollment ratio - Tertiary (female),76.9
2535,Czechia,2015,Students enrolled in primary education (thousands),535
2536,Czechia,2015,Gross enrollement ratio - Primary (male),99.3
2537,Czechia,2015,Gross enrollment ratio - Primary (female),99.7
2538,Czechia,2015,Students enrolled in secondary education (thousands),770
2539,Czechia,2015,Gross enrollment ratio - Secondary (male),104.6
2540,Czechia,2015,Gross enrollment ratio - Secondary (female),105.6
2541,Czechia,2015,Students enrolled in tertiary education (thousands),396
2542,Czechia,2015,Gross enrollment ratio - Tertiary (male),53.8
2543,Czechia,2015,Gross enrollment ratio - Tertiary (female),75.7
2544,Dem. People's Rep. Korea,2009,Students enrolled in primary education (thousands),"1,547"
2545,Dem. People's Rep. Korea,2009,Gross enrollement ratio - Primary (male),99.4
2546,Dem. People's Rep. Korea,2009,Gross enrollment ratio - Primary (female),99.4
2547,Dem. People's Rep. Korea,2009,Students enrolled in secondary education (thousands),"2,474"
2548,Dem. People's Rep. Korea,2009,Gross enrollment ratio - Secondary (male),102.1
2549,Dem. People's Rep. Korea,2009,Gross enrollment ratio - Secondary (female),102.1
2550,Dem. People's Rep. Korea,2009,Students enrolled in tertiary education (thousands),593
2551,Dem. People's Rep. Korea,2009,Gross enrollment ratio - Tertiary (male),40.8
2552,Dem. People's Rep. Korea,2009,Gross enrollment ratio - Tertiary (female),20.6
2553,Dem. People's Rep. Korea,2011,Students enrolled in tertiary education (thousands),600
2554,Dem. People's Rep. Korea,2015,Students enrolled in primary education (thousands),"1,358"
2555,Dem. People's Rep. Korea,2015,Students enrolled in secondary education (thousands),"2,148"
2556,Dem. People's Rep. Korea,2015,Gross enrollment ratio - Secondary (male),92.5
2557,Dem. People's Rep. Korea,2015,Gross enrollment ratio - Secondary (female),93.5
2558,Dem. People's Rep. Korea,2015,Students enrolled in tertiary education (thousands),565
2559,Dem. People's Rep. Korea,2015,Gross enrollment ratio - Tertiary (male),36.0
2560,Dem. People's Rep. Korea,2015,Gross enrollment ratio - Tertiary (female),19.9
2561,Dem. Rep. of the Congo,2002,Students enrolled in primary education (thousands),"5,455"
2562,Dem. Rep. of the Congo,2002,Gross enrollement ratio - Primary (male),74.9
2563,Dem. Rep. of the Congo,2002,Gross enrollment ratio - Primary (female),59.1
2564,Dem. Rep. of the Congo,2009,Students enrolled in primary education (thousands),"10,244"
2565,Dem. Rep. of the Congo,2009,Gross enrollement ratio - Primary (male),108.2
2566,Dem. Rep. of the Congo,2009,Gross enrollment ratio - Primary (female),92.8
2567,Dem. Rep. of the Congo,2009,Students enrolled in secondary education (thousands),"3,399"
2568,Dem. Rep. of the Congo,2009,Gross enrollment ratio - Secondary (male),53.1
2569,Dem. Rep. of the Congo,2009,Gross enrollment ratio - Secondary (female),29.9
2570,Dem. Rep. of the Congo,2009,Students enrolled in tertiary education (thousands),378
2571,Dem. Rep. of the Congo,2009,Gross enrollment ratio - Tertiary (male),10.3
2572,Dem. Rep. of the Congo,2009,Gross enrollment ratio - Tertiary (female),3.2
2573,Dem. Rep. of the Congo,2010,Students enrolled in primary education (thousands),"10,572"
2574,Dem. Rep. of the Congo,2010,Gross enrollement ratio - Primary (male),107.0
2575,Dem. Rep. of the Congo,2010,Gross enrollment ratio - Primary (female),93.1
2576,Dem. Rep. of the Congo,2010,Students enrolled in secondary education (thousands),"3,484"
2577,Dem. Rep. of the Congo,2010,Gross enrollment ratio - Secondary (male),52.2
2578,Dem. Rep. of the Congo,2010,Gross enrollment ratio - Secondary (female),30.1
2579,Dem. Rep. of the Congo,2013,Students enrolled in primary education (thousands),"12,601"
2580,Dem. Rep. of the Congo,2013,Gross enrollement ratio - Primary (male),111.8
2581,Dem. Rep. of the Congo,2013,Gross enrollment ratio - Primary (female),101.3
2582,Dem. Rep. of the Congo,2013,Students enrolled in secondary education (thousands),"3,996"
2583,Dem. Rep. of the Congo,2013,Gross enrollment ratio - Secondary (male),52.9
2584,Dem. Rep. of the Congo,2013,Gross enrollment ratio - Secondary (female),32.8
2585,Dem. Rep. of the Congo,2013,Students enrolled in tertiary education (thousands),443
2586,Dem. Rep. of the Congo,2013,Gross enrollment ratio - Tertiary (male),9.5
2587,Dem. Rep. of the Congo,2013,Gross enrollment ratio - Tertiary (female),4.3
2588,Dem. Rep. of the Congo,2014,Students enrolled in primary education (thousands),"13,535"
2589,Dem. Rep. of the Congo,2014,Gross enrollement ratio - Primary (male),115.5
2590,Dem. Rep. of the Congo,2014,Gross enrollment ratio - Primary (female),105.0
2591,Dem. Rep. of the Congo,2014,Students enrolled in secondary education (thousands),"4,388"
2592,Dem. Rep. of the Congo,2014,Gross enrollment ratio - Secondary (male),56.1
2593,Dem. Rep. of the Congo,2014,Gross enrollment ratio - Secondary (female),34.9
2594,Dem. Rep. of the Congo,2015,Students enrolled in primary education (thousands),"13,763"
2595,Dem. Rep. of the Congo,2015,Gross enrollement ratio - Primary (male),108.4
2596,Dem. Rep. of the Congo,2015,Gross enrollment ratio - Primary (female),107.6
2597,Dem. Rep. of the Congo,2015,Students enrolled in secondary education (thousands),"4,619"
2598,Dem. Rep. of the Congo,2015,Gross enrollment ratio - Secondary (male),56.3
2599,Dem. Rep. of the Congo,2015,Gross enrollment ratio - Secondary (female),36.0
2600,Denmark,2005,Students enrolled in primary education (thousands),414
2601,Denmark,2005,Gross enrollement ratio - Primary (male),98.8
2602,Denmark,2005,Gross enrollment ratio - Primary (female),98.7
2603,Denmark,2005,Students enrolled in secondary education (thousands),465
2604,Denmark,2005,Gross enrollment ratio - Secondary (male),121.9
2605,Denmark,2005,Gross enrollment ratio - Secondary (female),126.5
2606,Denmark,2005,Students enrolled in tertiary education (thousands),232
2607,Denmark,2005,Gross enrollment ratio - Tertiary (male),67.7
2608,Denmark,2005,Gross enrollment ratio - Tertiary (female),93.4
2609,Denmark,2010,Students enrolled in primary education (thousands),403
2610,Denmark,2010,Gross enrollement ratio - Primary (male),99.5
2611,Denmark,2010,Gross enrollment ratio - Primary (female),99.7
2612,Denmark,2010,Students enrolled in secondary education (thousands),504
2613,Denmark,2010,Gross enrollment ratio - Secondary (male),119.0
2614,Denmark,2010,Gross enrollment ratio - Secondary (female),120.0
2615,Denmark,2010,Students enrolled in tertiary education (thousands),241
2616,Denmark,2010,Gross enrollment ratio - Tertiary (male),60.4
2617,Denmark,2010,Gross enrollment ratio - Tertiary (female),87.4
2618,Denmark,2014,Students enrolled in primary education (thousands),467
2619,Denmark,2014,Gross enrollement ratio - Primary (male),101.9
2620,Denmark,2014,Gross enrollment ratio - Primary (female),100.7
2621,Denmark,2014,Students enrolled in secondary education (thousands),554
2622,Denmark,2014,Gross enrollment ratio - Secondary (male),126.7
2623,Denmark,2014,Gross enrollment ratio - Secondary (female),132.1
2624,Denmark,2014,Students enrolled in tertiary education (thousands),301
2625,Denmark,2014,Gross enrollment ratio - Tertiary (male),67.4
2626,Denmark,2014,Gross enrollment ratio - Tertiary (female),95.3
2627,Denmark,2015,Students enrolled in primary education (thousands),469
2628,Denmark,2015,Gross enrollement ratio - Primary (male),102.1
2629,Denmark,2015,Gross enrollment ratio - Primary (female),100.8
2630,Denmark,2015,Students enrolled in secondary education (thousands),553
2631,Denmark,2015,Gross enrollment ratio - Secondary (male),127.3
2632,Denmark,2015,Gross enrollment ratio - Secondary (female),133.4
2633,Denmark,2015,Students enrolled in tertiary education (thousands),314
2634,Denmark,2015,Gross enrollment ratio - Tertiary (male),68.7
2635,Denmark,2015,Gross enrollment ratio - Tertiary (female),96.3
2636,Denmark,2016,Students enrolled in primary education (thousands),472
2637,Denmark,2016,Gross enrollement ratio - Primary (male),102.4
2638,Denmark,2016,Gross enrollment ratio - Primary (female),101.2
2639,Denmark,2016,Students enrolled in secondary education (thousands),541
2640,Denmark,2016,Gross enrollment ratio - Secondary (male),127.3
2641,Denmark,2016,Gross enrollment ratio - Secondary (female),131.0
2642,Denmark,2016,Students enrolled in tertiary education (thousands),315
2643,Denmark,2016,Gross enrollment ratio - Tertiary (male),68.8
2644,Denmark,2016,Gross enrollment ratio - Tertiary (female),94.0
2645,Djibouti,2005,Students enrolled in primary education (thousands),51
2646,Djibouti,2005,Gross enrollement ratio - Primary (male),47.8
2647,Djibouti,2005,Gross enrollment ratio - Primary (female),39.4
2648,Djibouti,2005,Students enrolled in secondary education (thousands),30
2649,Djibouti,2005,Gross enrollment ratio - Secondary (male),27.4
2650,Djibouti,2005,Gross enrollment ratio - Secondary (female),18.3
2651,Djibouti,2005,Students enrolled in tertiary education (thousands),2
2652,Djibouti,2005,Gross enrollment ratio - Tertiary (male),2.7
2653,Djibouti,2005,Gross enrollment ratio - Tertiary (female),1.9
2654,Djibouti,2009,Students enrolled in primary education (thousands),56
2655,Djibouti,2009,Gross enrollement ratio - Primary (male),58.9
2656,Djibouti,2009,Gross enrollment ratio - Primary (female),53.0
2657,Djibouti,2009,Students enrolled in secondary education (thousands),44
2658,Djibouti,2009,Gross enrollment ratio - Secondary (male),38.5
2659,Djibouti,2009,Gross enrollment ratio - Secondary (female),28.4
2660,Djibouti,2009,Students enrolled in tertiary education (thousands),3
2661,Djibouti,2009,Gross enrollment ratio - Tertiary (male),4.0
2662,Djibouti,2009,Gross enrollment ratio - Tertiary (female),2.8
2663,Djibouti,2010,Students enrolled in tertiary education (thousands),3
